ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
31,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): 退職届の封筒のアップ。きれいに封がされている。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): ミサキの手のアップ。もう震えていない。震えないことが怖い、という表情。背景に静けさを表す空白。 セリフ: ［ミサキ（心の声）］の吹き出しに「震えないことが怖い」 オノマトペ: なし"
32,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】暗い部屋でスマホの画面に映る自分の顔を見つめるミサキ。「何者でもない自分」への恐怖。周囲にSNSの投稿が浮かぶ演出。みんなが前に進む中、自分だけが止まっている孤独感。第2章の締めくくり。 セリフ: なし オノマトペ: なし"
33,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム③：キャリア・アイデンティティの喪失——「何者でもない自分」の恐怖

**——キャリアコンサルタントの視点から**

「退職＝キャリアの終わり」。ミサキはそう感じてしまいました。そして同じように感じる人は、決して少なくありません。

なぜ、会社を辞めることがこれほどまでに辛いのか。給与を失うから？ もちろんそれもあります。でもミサキの場合、本当に辛かったのはもっと根深いところにありました。

**「何者か」を会社に預けていた**

日本社会では、初対面の挨拶で「どちらにお勤めですか」と聞かれます。自己紹介は「○○会社の△△です」から始まります。

つまり、私たちは無意識のうちに、**「何者であるか」を所属に委ねている**のです。

名刺に書かれた社名、部署名、役職——。それらは単なる情報ではなく、社会における自分の「存在証明」として機能しています。

だから、それを失うと「自分が何者でもなくなった」ように感じる。ミサキが退職後に感じた空虚さは、収入の喪失以上に**アイデンティティの喪失**でした。

**「会社員」以外の自分を想像できない社会**

これは個人の問題ではなく、社会の構造の問題です。

欧米では「What do you do?」と聞かれたとき、会社名ではなく「I'm a marketer」「I write code」のように**スキルや職能**で答えることが一般的です。所属先ではなく、「何ができるか」が自分を定義する。"
34,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
一方、日本では「フリーランス」「個人事業主」「主婦」といった肩書きに、いまだに微妙な""格差感""がつきまといます。「ちゃんとした会社」に勤めていることが「ちゃんとした大人」の証拠——そんな空気が、まだ残っている。

この空気の中で退職すると、「社会から降りた」ような感覚に陥ります。ミサキが同期のグループを非表示にしたのは、そこに自分の居場所がないと感じたからです。

**「働き方」は「生き方」の一部に過ぎない**

しかし本来、「会社員」は働き方の一つに過ぎません。

フリーランス、副業、起業、ボランティア、家事育児——すべてが「働く」ことの形です。会社に雇われているかどうかは、社会への貢献度とは関係ありません。

ミサキはまだそのことに気づいていません。「名刺がない自分」に名前をつけられずにいます。

でもこの先、ミサキは知ることになります。名刺は他人がくれるものですが、**キャリアは自分で定義するもの**だということを。

会社を辞めたことは、キャリアの終わりではありません。**「誰かに用意してもらったキャリア」が終わっただけ**です。

ミサキの本当のキャリアは、ここから始まります。"
35,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第3章タイトル】「第3章：ワンオペと通帳残高」のタイトルページ。ミサキが朝6時に起きて、おむつ替え、ミルク、洗濯を同時にこなしている。時計、哺乳瓶、洗濯物が背景に。ワンオペ育児の日常。 セリフ: なし オノマトペ: なし"
36,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: 紺のスーツに白ワイシャツ、ネクタイを緩めた帰宅直後の姿
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 朝6時。目覚まし時計のアップ。ミサキが起き上がる。 セリフ: なし オノマトペ: ピピピ
2コマ目 (中段): ミサキがおむつを替え、ミルクを作り、離乳食を準備している忙しいモンタージュ。 セリフ: なし オノマトペ: バタバタ
3コマ目 (下段): 夜22時。ケンタが帰宅。疲れた表情の二人。 セリフ: ［ケンタ］の吹き出しに「お疲れ様」 オノマトペ: ガチャ"
37,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガンに白Tシャツ、デニムパンツ、白いスニーカー（外出着）
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): 銀行のATMでミサキが通帳を記帳している。 セリフ: なし オノマトペ: ウィーン
2コマ目 (上段左): 通帳のアップ。給与振込が先月で止まっている。残高が減っていく数字の列。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキが通帳を見つめて青ざめている。背景に暗い影。 セリフ: なし オノマトペ: ゾクッ"
38,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ、黒い靴下
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): リビングのソファ。ケンタがミサキに気遣って話しかけている。 セリフ: ［ケンタ］の吹き出しに「家計のこと、気にしてる？」 オノマトペ: なし
2コマ目 (下段右): ミサキが笑顔を作って答える。 セリフ: ［ミサキ］の吹き出しに「大丈夫だよ」 オノマトペ: なし
3コマ目 (下段左): ケンタが真剣な表情で言う。 セリフ: ［ケンタ］の吹き出しに「嘘つくなよ」 オノマトペ: なし"
39,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画、ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ、黒い靴下
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタが穏やかに言う。優しい目。 セリフ: ［ケンタ］の吹き出しに「そばにいてくれるだけで十分」 オノマトペ: なし
2コマ目 (下段): ミサキの表情アップ。嬉しさと同時に刺さっている。善意の言葉が深く突き刺さる。 セリフ: ［ミサキ（心の声）］の吹き出しに「他に何もできないって事？」 オノマトペ: ズキン"
40,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 夜中のリビング。ミサキがスマホで検索している。画面に「在宅ワーク 育児中 稼げる」。 セリフ: なし オノマトペ: カチカチ
2コマ目 (中段): 検索結果画面。データ入力月2〜3万、クラウドソーシング、ライティング、デザイン、プログラミングの文字が並ぶ。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキの暗い表情。何度も同じ検索を繰り返している。 セリフ: ［ミサキ］の吹き出しに「事務しかやったことない」 オノマトペ: …"
41,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキが暗い部屋で膝を抱えている。泣く気力もない。涙は希望があるときに出る。「こうなりたい」が見えなくなっている。 セリフ: なし オノマトペ: なし
2コマ目 (下段小): ミサキの目のアップ。涙は出ていないが、焦りだけが確かにある。 セリフ: ［ミサキ（心の声）］の吹き出しに「このままじゃ無理だ」 オノマトペ: なし"
42,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガンに白Tシャツ、デニムパンツ、白いスニーカー（外出着）
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): 美容院に行っていないミサキの髪。鏡に映る疲れた顔。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): ママ友のランチの誘いをスマホで断るミサキ。「ごめんね、今月はちょっと…」と打っている画面。「自分で稼いでいない」ことがじわじわと蝕んでいる。 セリフ: なし オノマトペ: なし"
43,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 毎日同じループを表すモンタージュ。時計の針が回る演出。6時起床→おむつ→ミルク→洗濯→掃除。 セリフ: なし オノマトペ: ぐるぐる
2コマ目 (下段右): 減っていく通帳残高のアップ。赤い下向き矢印。 セリフ: なし オノマトペ: なし
3コマ目 (下段左): 暗い部屋でうつむくミサキ。でも焦りだけは確かにある表情。 セリフ: なし オノマトペ: なし"
44,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】暗い部屋で膝を抱えるミサキ。泣く気力もない。でも「このままじゃ無理だ」という焦りの炎が小さく灯っている演出。第3章の締めくくり。 セリフ: なし オノマトペ: なし"
45,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム④：「何もできない」は本当か？——事務職スキルの棚卸し

**——キャリアコンサルタントの視点から**

「事務しかやったことない私に、何ができるの」

ミサキは二度、この言葉を口にしました。一度目は第2話の夜。二度目は今回。同じ言葉が繰り返されるとき、それはその人の中にある**一番深い思い込み**です。

今回のコラムでは、この思い込みを真正面から検証します。

**「事務」は本当に「何もないスキル」なのか？**

事務職経験者が「自分には何もない」と感じるのは、極めてよくあるパターンです。その理由は明確で、事務職のスキルは**「目に見えにくい」**から。

営業なら「売上○○万円」と数字で語れます。エンジニアなら「○○を開発した」と成果物を見せられます。デザイナーならポートフォリオがある。

事務職には、そういった「わかりやすい実績」が残りにくい。でも、それはスキルがないのとは全く違います。

**事務職スキルを分解してみる**

ミサキが5年間の事務職で身につけたスキルを、細かく分解してみましょう。

- **正確な書類作成** → 文章を構造化し、誤りなく仕上げる力
- **Excel管理** → データを整理・集計・可視化する力
- **スケジュール管理** → 複数のタスクを並行して管理する力
- **電話・メール対応** → 相手に合わせたコミュニケーション力
- **備品管理・発注** → 必要なものを予測し、先回りして動く力
- **部署間調整** → 立場の違う人の間に立って調整する力

これらは「事務スキル」と呼ばれますが、本質は**情報整理力、段取り力、コミュニケーション力**です。そしてこれらは、あらゆる仕事の土台となるスキルです。

**「誰でもできる」という錯覚**

ミサキは「こんなの、誰でもできる」と言いました。

本当でしょうか？

試しに、Excelで関数を使ったことがない人に集計表を任せてみてください。議事録を取ったことがない人に会議のメモを頼んでみてください。電話対応の経験がない人に取引先からの電話を取らせてみてください。

「誰でもできる」ように見えるのは、**できる人がやっているから**です。

事務職の人は、自分のスキルを当たり前だと思っている。でも、それは5年間かけて磨いた専門性です。「誰でもできる」のではなく、「あなたが上手にできる」のです。

**「自分には何もない」がもたらす悪循環**

問題は、「何もない」という思い込みが、行動を止めてしまうことです。

「スキルがない」→「応募しても受からない」→「探しても無駄」→「何もしない」→「やっぱり何もできない」

この悪循環は、能力の問題ではなく**認知の問題**です。鏡を見て「自分は醜い」と思い込んでいる人が、どんなに身なりを整えても自分を好きになれないのと同じです。

**可能性を狭めているのは、市場ではなく自分自身**

在宅ワークの選択肢は、ミサキが検索した時代よりも遥かに広がっています。そしてその多くが、特別な技術よりも「正確さ」「丁寧さ」「段取り力」を求めています。

さらに言えば——この先ミサキが出会うことになるAIツールは、「専門スキルがない人」にこそ大きな力を与えます。事務スキルという土台の上にAIが乗ったとき、何が起きるか。

それは、次の話以降で明らかになります。

今のミサキに必要なのは、新しいスキルを身につけることではありません。**自分がすでに持っているものに気づくこと**です。"
46,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第4章タイトル】「第4章：画面の向こうの先輩」のタイトルページ。深夜2時。ミサキがスマホを見つめている。画面にブログ記事が映っている。暗い部屋にスマホの光だけが希望のように差し込む。 セリフ: なし オノマトペ: なし"
47,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 深夜2時。ひなたの夜泣きで目が覚めるミサキ。暗い部屋。 セリフ: なし オノマトペ: おぎゃあ…
2コマ目 (中段): ひなたを寝かしつけた後、スマホをスクロールしているミサキ。SNS広告が目に入る。 セリフ: なし オノマトペ: スクロール…
3コマ目 (下段): スマホ画面のアップ。「非エンジニアの僕がAIで月10万稼いだ方法」の記事タイトル。「元営業マンが語る」の一行。 セリフ: ［ミサキ（心の声）］の吹き出しに「エンジニアじゃないんだ」 オノマトペ: ピタッ"
48,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): ミサキがブログを読んでいる。画面にタクヤの自己紹介。「佐々木拓也、42歳。元メーカーの営業職」。 セリフ: なし オノマトペ: なし
2コマ目 (上段左): ブログの内容。「WordとExcelしか使えない40手前のおっさんが、なぜ独立できたか」。素朴な文章。高級時計の写真もない。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキが考え込んでいる。「WordとExcelしか使えない」が頭から離れない。 セリフ: ［ミサキ（心の声）］の吹き出しに「私と、そう遠くない…」 オノマトペ: なし"
49,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 翌日、もう一度ブログを読むミサキ。昼間のリビング。ひなたが隣で遊んでいる。 セリフ: なし オノマトペ: なし
2コマ目 (下段): 無料ウェビナーの申し込みボタンに指を伸ばすミサキ。決心した表情。 セリフ: ［ミサキ（心の声）］の吹き出しに「無料なら損はしない」 オノマトペ: ポチッ"
