ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト,コマ別テキストJSON,outfit_id
11,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「1か月前は、Claude＋Nanobanana」
◆【ストーリー】
P011: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""1か月前は、Claude＋Nanobanana。""}]",mina_work
12,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「Claudeは総合力が高い」
「でも画像が弱点だった」
◆【ストーリー】
P012: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""Claudeは総合力が高い。""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""でも画像が弱点だった。""}]",mina_work
13,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「だからGeminiで補完していた」
◆【ストーリー】
P013: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""だからGeminiで補完していた。""}]",mina_work
14,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「あの二刀流は、間違いじゃなかった」
◆【ストーリー】
P014: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""あの二刀流は、間違いじゃなかった。""}]",mina_work
15,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「最後のピースは画像だった」
◆【ストーリー】
P015: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""最後のピースは画像だった。""}]",ren_mentor
16,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「3社とも総合力は高い」
「でも私には、これが結論」
◆【ストーリー】
P016: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""3社とも総合力は高い。""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""でも私には、これが結論。""}]",ren_mentor
17,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「二刀流から、一本化へ」
「最後のピースは自分の仕事で探す」
◆【ストーリー】
P017: プロローグ後半。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""二刀流から、一本化へ。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""最後のピースは自分の仕事で探す。""}]",ren_mentor
18,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「今日から変わります」
◆【ストーリー】
P018: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""今日から変わります。""}]",mina_work
19,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「Claudeで整理」
「Geminiで画像」
◆【ストーリー】
P019: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""Claudeで整理。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""Geminiで画像。""}]",mina_work
20,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「画像の弱点を補う」
「それが二刀流だった」
◆【ストーリー】
P020: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""画像の弱点を補う。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""それが二刀流だった。""}]",mina_work
21,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「最後のピースが埋まった」
「次は、何が変わったのか」
◆【ストーリー】
P021: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""最後のピースが埋まった。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""次は、何が変わったのか。""}]",mina_work
22,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「第1話」
「GPT-5.5で何が変わったのか」
◆【ストーリー】
P022: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""第1話 GPT-5.5で何が変わったのか。""}]",mina_work
23,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「見えやすい変化は画像」
「本丸はCodex」
◆【ストーリー】
P023: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""見えやすい変化は画像。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""本丸はCodex。""}]",mina_work
24,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「文章とコードはClaude」
「画像だけGemini」
◆【ストーリー】
P024: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""文章とコードはClaude。""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""画像だけGemini。""}]",mina_work
25,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「画像の穴を埋める二刀流」
◆【ストーリー】
P025: 第1話導入。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""画像の穴を埋める二刀流。""}]",mina_work
26,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「Claudeは総合力が高い」
「だから中心に置いた」
◆【ストーリー】
P026: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""Claudeは総合力が高い。""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""だから中心に置いた。""}]",ren_mentor
27,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「整理力が高かった」
◆【ストーリー】
P027: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""整理力が高かった。""}]",ren_mentor
28,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「弱点は画像」
「Nanobananaで補う」
◆【ストーリー】
P028: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""弱点は画像。""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""Nanobananaで補う。""}]",ren_mentor
29,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「画像補完の相棒だった」
◆【ストーリー】
P029: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""画像補完の相棒だった。""}]",ren_mentor
30,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「ChatGPTだけで？」
「画像が実用水準へ」
◆【ストーリー】
P030: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""高橋ミナ"",""text"":""ChatGPTだけで？""},{""panel_id"":2,""type"":""dialogue"",""speaker"":""佐伯レン"",""text"":""画像が実用水準へ。""}]",ren_mentor
31,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「もう一つの変化、Codex」
◆【ストーリー】
P031: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""もう一つの変化、Codex。""}]",ren_mentor
32,テンプレ2,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ2: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「ClaudeCodeに相当」
「水面下の本丸」
◆【ストーリー】
P032: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""ClaudeCodeに相当。""},{""panel_id"":2,""type"":""narration"",""speaker"":null,""text"":""水面下の本丸。""}]",ren_mentor
33,テンプレ1,"◆【注意】画面内文字は以下の短い文字だけ。説明文を追加しない。文字は大きく読みやすく。
◆【絶対最優先】必ずフルカラー。必ず日本のアニメ・マンガ調。実写風は禁止。
◆【出力サイズ】2:3
◆【余白】上下左右に50ピクセルの余白。
◆【コマ構成】テンプレ1: 文字量を最小化した読みやすいページ。
◆【作画】現代ビジネス成長マンガ。一段大げさな日本の商業マンガ調。大きな表情、集中線、衝撃背景。文字は少なく、絵で意味を伝える。
◆【画面内テキスト】
「ClaudeCodeのChatGPT版？」
◆【ストーリー】
P033: 第1話の説明パート。1ページに情報を詰め込まず、絵と短い言葉だけで伝える。","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""真田ユイ"",""text"":""ClaudeCodeのChatGPT版？""}]",ren_mentor
