ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト,コマ別テキストJSON,outfit_id
12,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: ミナが深くうなずき、画面に一つの作業プロジェクトがまとまる。 セリフ: ［ミナ］の吹き出しに「一つの場所で最後まで進める感覚ですね。」 ナレーション: ［四角枠］GPT-5.5は、中心に置きやすい存在になった。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""一つの場所で最後まで進める感覚ですね。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""GPT-5.5は、中心に置きやすい存在になった。""}]",mina_work
13,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: 第2章の扉。複数AI間で紙の束を運ぶミナ。 セリフ: ［レン］の吹き出しに「使い分けには、見えないコストがある。」 ナレーション: ［四角枠］第2章 なぜChatGPTだけでいいと言えるのか。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""使い分けには、見えないコストがある。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""第2章 なぜChatGPTだけでいいと言えるのか。""}]",ren_mentor
14,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_home
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: ミナがClaude、Gemini、ChatGPTの画面へ同じ説明を何度も入力して疲れる。 セリフ: ［ミナ］の吹き出しに「また読者像から説明し直し……。」 ナレーション: ［四角枠］AIを切り替えるたび、前提を人間が運ぶ。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""また読者像から説明し直し……。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""AIを切り替えるたび、前提を人間が運ぶ。""}]",mina_home
15,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ7
◆【ストーリー】
1コマ目: レンが散らばったメモを一冊のノートにまとめる。 セリフ: ［レン］の吹き出しに「文脈を失うと、少しの性能差は簡単に消える。」 ナレーション: ［四角枠］使い分けは便利だが、整合の手間を生む。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""文脈を失うと、少しの性能差は簡単に消える。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""使い分けは便利だが、整合の手間を生む。""}]",ren_mentor
16,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: mina_work
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: ミナの机が整理され、一つのChatGPT画面にタスクが集約される。 セリフ: ［ミナ］の吹き出しに「今日はここから始めればいいんだ。」 ナレーション: ［四角枠］中心を決めると、仕事の入口が迷子にならない。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ミナ"",""text"":""今日はここから始めればいいんだ。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""中心を決めると、仕事の入口が迷子にならない。""}]",mina_work
17,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ4
◆【ストーリー】
1コマ目: ユイが迷いの霧から抜けて、タスクリストを見る。 セリフ: ［ユイ］の吹き出しに「選ぶ時間が、作る時間に変わりました。」 ナレーション: ［四角枠］集中は、思考停止ではない。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""選ぶ時間が、作る時間に変わりました。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""集中は、思考停止ではない。""}]",yui_office
18,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: 第3章の扉。ClaudeとGeminiの抽象的な控え席、中央に主役の作業机。 セリフ: ［ユイ］の吹き出しに「ClaudeやGeminiは、もう使わないんですか？」 ナレーション: ［四角枠］第3章 ClaudeとGeminiをどう見るべきか。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""ClaudeやGeminiは、もう使わないんですか？""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""第3章 ClaudeとGeminiをどう見るべきか。""}]",yui_office
19,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ6
◆【ストーリー】
1コマ目: レンが首を振り、三つの道具箱を示す。 セリフ: ［レン］の吹き出しに「捨てるのではなく、役割を決めるんだ。」 ナレーション: ［四角枠］主役と控えを分ければ、迷いは減る。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""捨てるのではなく、役割を決めるんだ。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""主役と控えを分ければ、迷いは減る。""}]",ren_mentor
20,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: ren_mentor
◆【コマ構成】テンプレ7
◆【ストーリー】
1コマ目: Claude風の長文原稿、Gemini風の検索資料、ChatGPT風の総合作業場を抽象的に描く。 セリフ: ［レン］の吹き出しに「長文の余韻ならClaudeが合う場面もある。」 ナレーション: ［四角枠］強みは残す。ただし毎回なんとなく開かない。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""レン"",""text"":""長文の余韻ならClaudeが合う場面もある。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""強みは残す。ただし毎回なんとなく開かない。""}]",ren_mentor
21,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】現代ビジネス成長マンガ。日本のアニメ・マンガ調、クリーンな線画、明るいデジタル彩色、表情豊か、ビジネス書の読みやすさ、白と青と緑を基調にした清潔な画面。ステップ図解は禁止。
◆【絶対最優先】キャラクター外見: 高橋ミナは添付の高橋ミナ.pngと100%同一の外見、佐伯レンは添付の佐伯レン.pngと100%同一の外見、真田ユイは添付の真田ユイ.pngと100%同一の外見で描画。
◆【補足情報】服装: yui_office
◆【コマ構成】テンプレ5
◆【ストーリー】
1コマ目: ユイがGoogle資料を整理し、ミナが原稿をChatGPTに戻す。 セリフ: ［ユイ］の吹き出しに「理由があるときだけ使えばいいんですね。」 ナレーション: ［四角枠］例外を認めるほど、中心はぶれにくくなる。 オノマトペ: なし","[{""panel_id"":1,""type"":""dialogue"",""speaker"":""ユイ"",""text"":""理由があるときだけ使えばいいんですね。""},{""panel_id"":1,""type"":""narration"",""speaker"":null,""text"":""例外を認めるほど、中心はぶれにくくなる。""}]",yui_office
