"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON","outfit_id"
"11","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキが恥ずかしそうに告白する。 セリフ: ミサキ「あと……英語、全然ダメなんです。AIって英語で使うものですよね？」 ナレーション: 「壁③：英語の壁」 オノマトペ: なし
2コマ目 (下・小): タクヤが即座に促す。 セリフ: タクヤ「やってみましょうか。日本語で何か聞いてみてください」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""あと……英語、全然ダメなんです。AIって英語で使うものですよね？""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""壁③：英語の壁""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""やってみましょうか。日本語で何か聞いてみてください""}]","misaki_work_home"
"12","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが「なんでもいいですよ」と促す。 セリフ: タクヤ（Zoom越し）「今日の晩ごはんの献立でも、なんでも」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが恐る恐るキーボードを叩く。 セリフ: なし ナレーション: 「ミサキは恐る恐る入力した。冷蔵庫にキャベツと豚肉と卵があるんですけど、何か簡単に作れるものありますか？」 オノマトペ: カタカタカタ
3コマ目 (下段): ミサキがエンターキーに指を乗せる。緊張の一瞬。 セリフ: なし ナレーション: 「エンターを押す。」 オノマトペ: ドキドキ","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ（Zoom越し）"", ""text"": ""今日の晩ごはんの献立でも、なんでも""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは恐る恐る入力した。「冷蔵庫にキャベツと豚肉と卵があるんですけど、何か簡単に作れるものありますか？」""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""エンターを押す。""}]","misaki_work_home"
"13","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 画面に文字が流れ始める。日本語テキストが溢れ出す。ミサキが目を見張る。 セリフ: なし ナレーション: 「ピロン、と応答音。画面に文字が流れ始めた。日本語だった。」 オノマトペ: ピロン
2コマ目 (下左): 画面クローズアップ。「キャベツと豚肉と卵があれば、こんなメニューはいかがですか？　①回鍋肉（ホイコーロー）——」というテキスト。 セリフ: なし ナレーション: なし オノマトペ: なし
3コマ目 (下右): ミサキが息を飲む。目が輝く。 セリフ: ミサキ（内心）「……すごい」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ピロン、と応答音。画面に文字が流れ始めた。日本語だった。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""……すごい""}]","misaki_work_home"
"14","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが興奮気味に言う。 セリフ: ミサキ「普通に会話してるみたい！ これ、本当にAIですか？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): タクヤが笑顔で続ける。 セリフ: タクヤ「でしょう？ あとですね、佐藤さん——さっきの指示、めちゃくちゃ良い指示ですよ」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキが目を丸くして聞き返す。 セリフ: ミサキ「……え？　私の？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""普通に会話してるみたい！ これ、本当にAIですか？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""でしょう？ あとですね、佐藤さん——さっきの指示、めちゃくちゃ良い指示ですよ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……え？　私の？""}]","misaki_work_home"
"15","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ2: 上下2段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): タクヤが丁寧に説明する。 セリフ: タクヤ「条件が明確で、目的がはっきりしていて、制約条件も伝えている。だからAIは的確に答えられた。これは立派な言語化力です」 ナレーション: なし オノマトペ: なし
2コマ目 (下): ミサキが自分が入力した一行を見つめる。不思議そうな顔。 セリフ: ミサキ（内心）「何の変哲もない、日常的な質問。それが良い指示。なんで……？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""条件が明確で、目的がはっきりしていて、制約条件も伝えている。だからAIは的確に答えられた。これは立派な言語化力です""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""何の変哲もない、日常的な質問。それが良い指示。なんで……？""}]","misaki_work_home"
"16","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが「本当にやりたいことは何ですか？」と問いかける。 セリフ: タクヤ「じゃあ、晩ごはんの話はここまでにして。佐藤さん、本当にやりたいことは何ですか？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが少し考えてから答える。 セリフ: ミサキ「……育児のことなら毎日やってるので、詳しいかもしれないです。Instagramで発信してみたいなって、ちょっと思ったことがあって」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): タクヤが身を乗り出す。 セリフ: タクヤ「いいじゃないですか。じゃあ、今すぐClaudeに相談してみましょう」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""じゃあ、晩ごはんの話はここまでにして。佐藤さん、本当にやりたいことは何ですか？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……育児のことなら毎日やってるので、詳しいかもしれないです。Instagramで発信してみたいなって、ちょっと思ったことがあって""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""いいじゃないですか。じゃあ、今すぐClaudeに相談してみましょう""}]","misaki_work_home"
"17","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが驚いてキーボードを叩く。 セリフ: ミサキ「え、今ですか！？」 ナレーション: 「ミサキは打ち込んだ。育児中のママ向けにInstagramアカウントを始めたいです。ワンオペ育児の経験を活かして、同じ状況のママに役立つ情報を発信したい。どういうコンセプトがいいですか？」 オノマトペ: カタカタカタ
2コマ目 (下左): エンターを押す瞬間。 セリフ: なし ナレーション: 「エンターを押す。ピロン。」 オノマトペ: ポチッ
3コマ目 (下右): 画面に文字が溢れ始める。ミサキの目がどんどん大きくなる。 セリフ: なし ナレーション: 「画面に文字が溢れ始めた。」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""え、今ですか！？""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは打ち込んだ。「育児中のママ向けにInstagramアカウントを始めたいです。ワンオペ育児の経験を活かして、同じ状況のママに役立つ情報を発信したい。どういうコンセプトがいいですか？」""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""エンターを押す。ピロン。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""画面に文字が溢れ始めた。""}]","misaki_work_home"
"18","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ2: 上下2段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 画面クローズアップ。ターゲット層の分析・差別化ポイント・コンセプト案3つ・フォロワー戦略が並ぶ。ミサキの目が輝く。 セリフ: ミサキ（内心）「……これ……私が考えたみたい。いや、考えた以上かも……」 ナレーション: なし オノマトペ: なし
2コマ目 (下): タクヤが静かに微笑んで言う。 セリフ: タクヤ「考えたんですよ。AIが形にしただけで、出発点は佐藤さんの言葉です」 ナレーション: 「ぱぁっ、と胸が明るくなる感覚があった。」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""……これ……私が考えたみたい。いや、考えた以上かも……""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""考えたんですよ。AIが形にしただけで、出発点は佐藤さんの言葉です""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ぱぁっ、と胸が明るくなる感覚があった。""}]","misaki_work_home"
"19","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 突然の効果音。隣の部屋からひなたの泣き声。 セリフ: なし ナレーション: 「そのとき——。」 オノマトペ: ギャーッ！
2コマ目 (中段): ミサキが慌てて立ち上がる。 セリフ: ミサキ「あっ、すみません——！」 ナレーション: 「隣の部屋からひなたの泣き声。」 オノマトペ: なし
3コマ目 (下段): タクヤが穏やかな笑顔で手を振る。 セリフ: タクヤ「大丈夫ですよ、行ってあげてください」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""そのとき——。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""あっ、すみません——！""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""隣の部屋からひなたの泣き声。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""大丈夫ですよ、行ってあげてください""}]","misaki_work_home"
"20","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた（2歳期）.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがひなたを急いで抱き上げる。ひなたがすぐ落ち着く。温かい場面。 セリフ: なし ナレーション: 「急いでひなたを抱き上げる。夢を見ていたのか、すぐに落ち着いた。」 オノマトペ: ふにゃ
2コマ目 (下・小): 部屋に戻るとタクヤが静かに待っていた。 セリフ: ミサキ「ごめんなさい……」 ナレーション: 「タクヤは静かに待っていた。」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""急いでひなたを抱き上げる。夢を見ていたのか、すぐに落ち着いた。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ごめんなさい……""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""タクヤは静かに待っていた。""}]","misaki_work_home"
"21","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが優しく言う。 セリフ: タクヤ「謝らなくていいですよ。このプログラムは最初から、こういうことを前提にしています」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): タクヤが指を一本立てる。 セリフ: タクヤ「週に30分しか時間が取れない週があっても構いません。大事なのは、止めないことです」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキがひなたを抱いたまま、深く頷く。 セリフ: なし ナレーション: 「はぁぁ、と息をついてミサキは深く頷いた。」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""謝らなくていいですよ。このプログラムは最初から、こういうことを前提にしています""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""週に30分しか時間が取れない週があっても構いません。大事なのは、止めないことです""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""はぁぁ、と息をついてミサキは深く頷いた。""}]","misaki_work_home"
"22","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた（2歳期）.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): 面談が終わった後、ミサキがひなたを膝に乗せてパソコン画面を見ながら振り返る。ひなたがシャツのボタンをいじりながら喃語を話している。 セリフ: ひなた「あー」 ナレーション: 「面談が終わった。ひなたを膝に乗せて、さっきの画面を思い返す。」 オノマトペ: なし
2コマ目 (下・小): ミサキが心の中で整理する。 セリフ: ミサキ（内心）「AIは日本語で使える。プログラミングはいらない。設定も難しくない」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ひなた"", ""text"": ""あー""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""面談が終わった。ひなたを膝に乗せて、さっきの画面を思い返す。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""AIは日本語で使える。プログラミングはいらない。設定も難しくない""}]","misaki_work_home"
"23","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた（2歳期）.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの胸に電流のような感覚。重要な気づきの演出（集中線・光の効果）。 セリフ: ミサキ（内心）「事務職で5年間かけて身についた わかりやすく伝える力 が、そのまま AIへの指示力 になっていた」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキがひなたの頭を撫でる。 セリフ: ミサキ（内心）「事務しかできないと思ってたのに……」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキがひなたを見つめて微笑む。光が差し込む明るい演出。 セリフ: ミサキ「ひなた、ママね、もしかしたら——」 ナレーション: 「まだ「もしかしたら」だ。でも、それだけで、世界の見え方が変わった気がした。」 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""事務職で5年間かけて身についた わかりやすく伝える力 が、そのまま AIへの指示力 になっていた""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""事務しかできないと思ってたのに……""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ひなた、ママね、もしかしたら——""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""まだ「もしかしたら」だ。でも、それだけで、世界の見え方が変わった気がした。""}]","misaki_work_home"
"24","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム⑥ 1ページ目】

【コラム⑥】「黒い画面」のイメージを、もう手放していい

〝キャリアコンサルタント兼AI活用アドバイザーの視点から。〟
第3巻からは、AIツールが日常になった時代のキャリア論として、より実践的にお届けします。

——「AI」と聞いて、何を思い浮かべるだろうか。

非エンジニアの方の多くが、まず連想するのは「黒い画面に、緑色の英数字がカタカタ流れていく映像」だろう。映画やドラマで見てきた、あの〝ハッカーの机〟のイメージだ。あるいは、難しいプログラミング言語、英語のエラーメッセージ、専門家しか理解できない呪文のような世界——。

「私には、無理」「文系だから」「機械が苦手だから」。第5章でミサキも、同じ言葉を最初に口にしていた。プログラミング、難しい設定、英語——3つの壁すべてが、この〝黒い画面〟のイメージから来ていた。

だが、現実のAIツールは、その姿をしていない。

Claude も ChatGPT も、開いてみると、そこにあるのは LINE のような白い対話画面だ。日本語で何か書いて、エンター。それだけで、相手から日本語で返事が返ってくる。プログラミングはどこにもない。コマンドラインも、黒い画面も、英語のエラーも、存在しない。","[]",""
