"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON","outfit_id"
"11","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): タクヤが優しく笑って答える。 セリフ: タクヤ「わかります。でも、それが届いてるんです」
2コマ目 (下・大): ミサキが唇をきゅっと結び、覚悟を決めた表情で前を向く。窓の外から光が差し込む演出。 ナレーション: 「方向転換を決めた。」 オノマトペ: ドキッ","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""わかります。でも、それが届いてるんです""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""方向転換を決めた。""}]","misaki_work_home"
"12","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがノートに新しいテーマを書き留めている。真剣な表情。 ナレーション: 「育児ハック系の投稿は週1に減らす。代わりに、自分の実体験ベースの投稿に切り替える。」 オノマトペ: カキカキ
2コマ目 (中段): スマートフォン画面に投稿テーマのメモ。「夫に大丈夫と聞かれて大丈夫と答えたけど全然大丈夫じゃなかった夜の話」「離乳食をぶちまけられて5秒間だけ無になった話」
3コマ目 (下段): ミサキが投稿ボタンを前に深呼吸。ドキドキの鼓動エフェクト。 セリフ: ミサキ（内心）「どれも恥ずかしかった。でも書いた。」 オノマトペ: ドキドキ、ドキドキ……","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""育児ハック系の投稿は週1に減らす。代わりに、自分の実体験ベースの投稿に切り替える。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""どれも恥ずかしかった。でも書いた。""}]","misaki_work_home"
"13","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが投稿ボタンをポチッと押す。全身が緊張でこわばっている。集中線演出。 ナレーション: 「投稿するたびにドキドキ、ドキドキ……。ポチッ、と押すたびに、心臓が飛び出しそうになる。」 オノマトペ: ポチッ
2コマ目 (下左): スマートフォン画面。いいね「7」。ミサキが目を丸くする。 セリフ: ミサキ「7!?」 ナレーション: 「でも——反応が変わった。」
3コマ目 (下右): コメント欄のアップ。「わかりすぎて息ができなかった」「私もあります。ありがとうございます」 ナレーション: 「コメントが来た。」 オノマトペ: ピロン","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""投稿するたびにドキドキ、ドキドキ……。ポチッ、と押すたびに、心臓が飛び出しそうになる。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""7!?""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも——反応が変わった。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""コメントが来た。""}]","misaki_work_home"
"14","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下（深夜PC作業・回想シーンはOL時代のフォーマルな服装）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがClaudeと相談しながら投稿テーマを考えている。ふと遠い目をする。 セリフ: ミサキ（内心）「……名刺、か」 ナレーション: 「ある日、Claudeと相談しながら投稿テーマを決めていたとき、ふと思い浮かんだ。」
2コマ目 (中段): フラッシュバック演出。段ボール一箱を抱えてビルを出るミサキの後ろ姿（OL時代の回想・紺のスーツ姿）。薄いトーンのコマ。 ナレーション: 「退職した日のことを思い出した。段ボール一箱に5年間を詰め込んで、ビルを出た日。」
3コマ目 (下段): 名刺入れをそっと開き、最後の1枚の名刺を見つめるミサキ（回想）。 セリフ: ミサキ（内心）「……もう使わないから」 ナレーション: 「財布の中に一枚だけ残してあった名刺を、あの日捨てた。」","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ある日、Claudeと相談しながら投稿テーマを決めていたとき、ふと思い浮かんだ。""}, {""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""……名刺、か""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""退職した日のことを思い出した。段ボール一箱に5年間を詰め込んで、ビルを出た日。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""……もう使わないから""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""財布の中に一枚だけ残してあった名刺を、あの日捨てた。""}]","misaki_work_home"
"15","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがClaudeに熱心に打ち込んでいる。画面には長いプロンプトが映っている。 セリフ: ミサキ「退職した日に名刺を捨てた体験を正直に書きたい。会社員としての自分が消えた感覚、何者でもない自分への怯え、でも今は名刺なしで自分の言葉を発信している——この変化を届けたい。同じ経験のある人にあなただけじゃないと伝えたい」 ナレーション: なし オノマトペ: カチャカチャカチャ
2コマ目 (下・小): 「投稿タイトル：名刺がなくなった日」がモニターに表示される。ミサキが静かに頷く。 セリフ: ミサキ（内心）「これだ」 ナレーション: 「Claudeが文章を書いた。ミサキが手直しした。自分の言葉に。投稿タイトルは「名刺がなくなった日」。」","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""退職した日に名刺を捨てた体験を正直に書きたい。会社員としての自分が消えた感覚、何者でもない自分への怯え、でも今は名刺なしで自分の言葉を発信している——この変化を届けたい。同じ経験のある人にあなただけじゃないと伝えたい""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""Claudeが文章を書いた。ミサキが手直しした。自分の言葉に。投稿タイトルは「名刺がなくなった日」。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""これだ""}]","misaki_work_home"
"16","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが震える指で投稿ボタンを押す。全身に鳥肌が立っている。集中線と効果音。 ナレーション: 「ドキドキドキドキドキドキ……。ポチッ。指が震えた。」 オノマトペ: ドキドキドキドキ！！ ポチッ
2コマ目 (中段): 1時間後。スマートフォンが次々と通知を鳴らす。画面が点滅している。 セリフ: ミサキ「……え？」 ナレーション: 「1時間後、通知が鳴った。」 オノマトペ: ピロン。ピロン。ピロン——。ピロンピロンピロンピロン！！
3コマ目 (下段): スマートフォン画面のアップ。いいね「50」・コメント「8件」・リポスト「3件」の数字が輝いている。 セリフ: ミサキ「ガーンじゃない、これは——」 ナレーション: 「いいね——50。コメント——8件。リポスト——3件。」","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ドキドキドキドキドキドキ……。ポチッ。指が震えた。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""1時間後、通知が鳴った。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……え？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ガーンじゃない、これは——""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""いいね——50。コメント——8件。リポスト——3件。""}]","misaki_work_home"
"17","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 翌朝。ミサキが通知の爆発に目を見開いて固まっている。スマートフォンから通知の光が全面に溢れ出るような演出。いいね200超・コメント22件の数字がページ全体に輝く。「ブワッ——！」の効果線全面。コメント欄に「泣きました」「今まさに辞めるか迷ってる。保存しました」の文字が流れる。 ナレーション: 「翌朝。ブワッ——！ 通知が爆発していた。いいね200超。コメント22件。」 オノマトペ: ブワッ——！","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""翌朝。ブワッ——！ 通知が爆発していた。いいね200超。コメント22件。""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""「泣きました」「今まさに辞めるか迷ってる。保存しました」""}]","misaki_work_home"
"18","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): ミサキが正面を向き、スマートフォンを握りしめながら、脳天に何かが降ってきたような大きな衝撃エフェクト全面展開。集中線が全面に広がる。目に涙が光り、口元が震えている。感情が爆発する瞬間の演出。 セリフ: ミサキ「届いた……」 ナレーション: 「スパーン——と脳天に何かが落ちてきたような感覚。声が出た。呟いただけなのに、喉が震えた。」 オノマトペ: スパーン——","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""スパーン——と脳天に何かが落ちてきたような感覚。""}, {""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""届いた……""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""声が出た。呟いただけなのに、喉が震えた。""}]","misaki_work_home"
"19","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 数日後。フォロワーが急増するグラフ演出。 ナレーション: 「小バズをきっかけに、フォロワーが急増した。1日で20人。翌日また10人。」 オノマトペ: グングン
2コマ目 (中段): ミサキがスマートフォンの数字を見る。「……100」という数字に目が吸い寄せられる集中線演出。 セリフ: ミサキ「……100」 ナレーション: 「フォロワー100人。画面を3回見直した。100。100。100。」 オノマトペ: ドキッ
3コマ目 (下段): ミサキがその場に立ち尽くす。全身で喜びを感じている。光のオーラ演出。 セリフ: ミサキ（内心）「100人の、本物の人間が、自分の言葉を読みたいと思ってくれている」 ナレーション: 「動けない。1分間、ミサキはその場に立ち尽くした。」","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""小バズをきっかけに、フォロワーが急増した。1日で20人。翌日また10人。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……100""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""フォロワー100人。画面を3回見直した。100。100。100。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ（内心）"", ""text"": ""100人の、本物の人間が、自分の言葉を読みたいと思ってくれている""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""動けない。1分間、ミサキはその場に立ち尽くした。""}]","misaki_work_home"
"20","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画, ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ネイビーのカジュアルシャツにグレーのスラックス、スニーカー（休日・自宅くつろぎシーン）
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): Zoom画面。ミサキが嬉しそうに報告し、タクヤが手を叩いて喜ぶ。 セリフ: ミサキ「フォロワーが100人になりました！」 セリフ: タクヤ「おめでとうございます！！ 最初の100人が一番大変なんですよ。本当に。佐藤さん、やりましたね」 オノマトペ: パチパチ
2コマ目 (中段): その夜。ケンタが帰宅するとミサキがスマートフォンを突き出す。 セリフ: ミサキ「見て！ フォロワー100人超えた！」 セリフ: ケンタ「すごいじゃん」
3コマ目 (下段): ミサキとケンタが並んでスマートフォンを見て、久しぶりに一緒に笑っている。 セリフ: ミサキ「絶対もっとやりたい！」 セリフ: ケンタ「よかったな、ミサキ」 ナレーション: 「久しぶりに——ふたりで笑った。」","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""フォロワーが100人になりました！""}, {""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""おめでとうございます！！ 最初の100人が一番大変なんですよ。本当に。佐藤さん、やりましたね""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""見て！ フォロワー100人超えた！""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""すごいじゃん""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""絶対もっとやりたい！""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""よかったな、ミサキ""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""久しぶりに——ふたりで笑った。""}]","kenta_casual"
"21","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ4: 上大＋下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): 夜、ひなたを寝かしつけた後、リビングでスマートフォンを見るミサキ。DM通知が来る。画面の光が顔を照らす。 ナレーション: 「その夜。ひなたを寝かしつけて、リビングに戻ると、スマートフォンがピロンと鳴った。DM。知らないアカウントから。」 オノマトペ: ピロン
2コマ目 (下・小): DMの内容が表示された画面のアップ。「名刺がなくなった日の投稿を読んで、泣いてしまいました。私も来月、会社に退職届を出そうと思っています。ミサキさんの言葉がなかったら、もっと怖かったと思います。ありがとうございました」 ナレーション: 「ワンオペで育休中の人からのDM。」","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""その夜。ひなたを寝かしつけて、リビングに戻ると、スマートフォンがピロンと鳴った。DM。知らないアカウントから。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「名刺がなくなった日の投稿を読んで、泣いてしまいました。ミサキさんの言葉がなかったら、もっと怖かったと思います。ありがとうございました」""}]","misaki_work_home"
"22","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: グレーのスウェット上下、髪を緩くまとめ、素足（深夜〜早朝のPC作業・在宅集中タイム）
◆【コマ構成】テンプレ2: 上下2段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが画面を見つめたまま、目から涙がぼたぼたとこぼれ落ちる。涙の大きなコマ演出。 ナレーション: 「ミサキは画面を見つめた。目から涙がこぼれた。ぼたぼた、と。」 オノマトペ: ぼたぼた
2コマ目 (中段): ミサキが声を震わせて呟く。背景に輝く光のエフェクト。 セリフ: ミサキ「……私の経験が、誰かの力になってる」 ナレーション: 「退職以来、ずっと感じていなかった感覚。誰かの役に立っているという実感。お金ではない。数字でもない。」
3コマ目 (下段): ミサキがそっとひなたの部屋をのぞく。スヤスヤと眠るひなた。声が震えながらも優しく微笑む。 セリフ: ミサキ「ひなた……ママね、ちゃんとやれてるよ」 オノマトペ: スヤスヤ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは画面を見つめた。目から涙がこぼれた。ぼたぼた、と。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……私の経験が、誰かの力になってる""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""退職以来、ずっと感じていなかった感覚。誰かの役に立っているという実感。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ひなた……ママね、ちゃんとやれてるよ""}]","misaki_work_home"
"23","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム⑧ 1ページ目】

【コラム⑧】承認と自己効力感——「できる」という感覚を取り戻すために

キャリアコンサルタントの視点から。

心理学者アルバート・バンデューラは「自己効力感」——「自分はやればできる」という感覚——が、人の行動を左右する最大の要因だと述べた。

産後のキャリアブランクで多くのママが失うのは、スキルではなく、この「自己効力感」だ。社会から切り離された数ヶ月〜数年の間に、自分が何かをできるという感覚が、じわじわと薄れていく。

ミサキに起きたことを整理しよう。誰かのDMで泣いたのは、承認されたからではない。「自分の経験が価値を持つ」という事実を実感したからだ。会社に依存しない承認。誰かに評価してもらうのではなく、自分が作ったものに対して、誰かが動いたという事実。

これが自己効力感の回復の核心だ。","[]",""
"24","テキストページ","◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム⑧ 2ページ目】

小さな成功体験の積み重ねが、崩れた自信の土台を作り直す。フォロワー100人は数字ではない。100人の「あなたの言葉が必要だ」というサインだ。

産後のキャリア再建において、多くの人が「スキルを身につけること」を最初のステップだと思っている。だが実際には、自己効力感の回復こそが先だ。スキルは後からついてくる。

「承認」の形を変えよう。会社の上司に認められることだけが承認ではない。フォロワーからのいいね、コメント、DM——それも立派な社会的承認だ。

自分が作ったものが誰かに届く。その体験が一つあれば、人は変わる。ミサキはその体験を手にした。

次は、その体験を「収益」という形に変えるステップだ。","[]",""
